FULLREEF_ID,REEF,year,Dist.time,Dist.type,Dist.number,Recovery year,DISTURBANCE_TYPE,A_SECTOR,COVER,change,DHW
22104S,Horseshoe Reef,2000,During,Cumulative,1,no,c,SW,27.0781902,-7.981375998,0
22104S,Horseshoe Reef,2001,During,Cumulative,1,no,c,SW,22.98523863,-4.092951576,0
22104S,Horseshoe Reef,2002,During,Cumulative,1,no,c,SW,19.78871975,-3.196518881,4.539999899
22104S,Horseshoe Reef,2003,After,Cumulative,1,no,c,SW,10.69045585,-9.098263895,0
22104S,Horseshoe Reef,2004,Recovery,Cumulative,1,no,n,SW,12.91042831,2.219972455,4.049999909
22104S,Horseshoe Reef,2005,Recovery,Cumulative,1,no,n,SW,15.14651528,2.23608697,0
22104S,Horseshoe Reef,2007,Recovery,Cumulative,1,no,n,SW,23.33495357,8.188438291,0
22104S,Horseshoe Reef,2009,Recovery,Cumulative,1,no,n,SW,38.3,14.96504643,0.599999987
22104S,Horseshoe Reef,2011,Recovery,Cumulative,1,no,n,SW,50.3839196,12.0839196,0
22104S,Horseshoe Reef,2013,Before,Single,2,yes,n,SW,62.96666667,12.58274707,0
22104S,Horseshoe Reef,2015,After,Single,2,no,d,SW,49.56666667,-13.4,0.579999987
22104S,Horseshoe Reef,2017,Before,Single,3,yes,n,SW,49.96986786,0.403201191,1.079999976
22104S,Horseshoe Reef,2019,After,Single,3,no,c,SW,5.841221549,-44.12864631,0
22104S,Horseshoe Reef,2021,Recovery,Single,3,no,n,SW,5.587712227,-0.253509322,0
22104S,Horseshoe Reef,2022,Recovery,Single,3,no,n,SW,11.39406119,5.806348964,0.36
22104S,Horseshoe Reef,2023,Recovery,Single,3,no,n,SW,14.34433848,2.950277292,0
23045A,North Island,2006,Before,Cumulative,1,n,n,CB,55.46666666,,
23045A,North Island,2008,During,Cumulative,1,no,b,CB,43.45305653,-12.01361013,0
23045A,North Island,2010,After,Cumulative,1,no,s,CB,7,-36.45305653,0.159999996
23045A,North Island,2012,Recovery,Cumulative,1,no,n,CB,13.06666667,6.066666667,0
23045A,North Island,2014,Recovery,Cumulative,1,no,n,CB,35,21.93333333,0
23045A,North Island,2016,Before,Single,2,yes,n,CB,52.2,17.2,0
23045A,North Island,2018,After,Single,2,no,d,CB,49.3,-2.9,0
23048S,Broomfield Reef,1995,Recovery,Pre,0,no,n,CB,17.82368144,7.735439409,0
23048S,Broomfield Reef,1996,Recovery,Pre,0,no,n,CB,24.85644013,7.032758692,1.279999971
23048S,Broomfield Reef,1997,Recovery,Pre,0,no,n,CB,33.5682565,8.711816364,0.496666656
23048S,Broomfield Reef,1998,Recovery,Pre,0,no,n,CB,41.970964,8.402707498,3.489999922
23048S,Broomfield Reef,1999,Recovery,Pre,0,no,n,CB,50.28981877,8.318854776,0
23048S,Broomfield Reef,2000,Recovery,Pre,0,no,n,CB,48.30560313,-1.98421564,0
23048S,Broomfield Reef,2001,Recovery,Pre,0,no,n,CB,45.83691596,-2.468687172,0
23048S,Broomfield Reef,2002,Before,Cumulative,1,no,n,CB,56.44466054,10.60774458,3.279999927
23048S,Broomfield Reef,2003,During,Cumulative,1,no,d,CB,55.75256196,-0.692098588,0
23048S,Broomfield Reef,2004,During,Cumulative,1,no,d,CB,52.94956263,-2.802999327,2.623333275
23048S,Broomfield Reef,2005,During,Cumulative,1,no,u,CB,48.16541314,-4.784149486,0.42999999
23048S,Broomfield Reef,2006,During,Cumulative,1,no,n,CB,49.16666667,1.001253525,3.759999916
23048S,Broomfield Reef,2007,During,Cumulative,1,no,u,CB,37.79376694,-11.37289973,0
23048S,Broomfield Reef,2008,During,Cumulative,1,no,n,CB,44.56811407,6.774347137,0
23048S,Broomfield Reef,2009,During,Cumulative,1,no,s,CB,13.53333333,-31.03478074,0
23048S,Broomfield Reef,2010,After,Cumulative,1,no,s,CB,11.63333333,-1.9,0.266666661
23048S,Broomfield Reef,2011,Recovery,Cumulative,1,no,n,CB,12.53333333,0.9,0
23048S,Broomfield Reef,2012,Recovery,Cumulative,1,no,n,CB,13.7,1.166666667,0
23048S,Broomfield Reef,2013,Recovery,Cumulative,1,no,n,CB,19.46666667,5.766666667,0
23048S,Broomfield Reef,2014,Recovery,Cumulative,1,no,n,CB,27.03333333,7.566666667,0
23048S,Broomfield Reef,2015,Recovery,Cumulative,1,no,n,CB,35.03333333,8,1.026666644
23048S,Broomfield Reef,2016,Recovery,Cumulative,1,no,n,CB,53.76666667,18.73333333,0
23048S,Broomfield Reef,2017,Before,Cumulative,2,yes,n,CB,62.56962118,8.802954517,3.053333265
23048S,Broomfield Reef,2018,During,Cumulative,2,no,d,CB,61.53333333,-1.03628785,0
23048S,Broomfield Reef,2019,During,Cumulative,2,no,d,CB,61.18844453,-0.344888808,0
23048S,Broomfield Reef,2020,After,Cumulative,2,no,n,CB,59.37975999,-1.808684534,6.849999847
23048S,Broomfield Reef,2021,Before,Cumulative,3,yes,n,CB,65.21704395,5.837283956,0
23048S,Broomfield Reef,2022,During,Cumulative,3,no,u,CB,62.69723644,-2.519807508,0.326666667
23048S,Broomfield Reef,2023,After,Cumulative,3,no,d,CB,52.79150988,-9.905726556,0.976666667
23051S,Wreck Island,1996,Recovery,Pre,0,no,n,CB,42.71735711,28.1591689,1.259999972
23051S,Wreck Island,1997,Recovery,Pre,0,no,n,CB,51.19585153,8.478494419,0.489999989
23051S,Wreck Island,1998,Recovery,Pre,0,no,n,CB,65.07944894,13.8835974,3.959999911
23051S,Wreck Island,1999,Recovery,Pre,0,no,n,CB,71.41940299,6.339954051,0.149999997
23051S,Wreck Island,2000,Before,Single,1,no,n,CB,69.26876409,-2.150638897,0
23051S,Wreck Island,2001,After,Single,1,no,u,CB,60.90187969,-8.366884402,0
23051S,Wreck Island,2002,Before,Cumulative,2,yes,n,CB,66.62686614,5.724986455,3.469999922
23051S,Wreck Island,2003,During,Cumulative,2,no,d,CB,59.7983165,-6.828549644,0
23051S,Wreck Island,2004,During,Cumulative,2,no,d,CB,55.99252233,-3.805794166,2.359999947
23051S,Wreck Island,2005,During,Cumulative,2,no,d,CB,42.15736041,-13.83516193,0.369999992
23051S,Wreck Island,2007,During,Cumulative,2,no,n,CB,39.43845051,-2.718909894,0
23051S,Wreck Island,2009,During,Cumulative,2,no,s,CB,11.57102178,-27.86742874,0
23051S,Wreck Island,2011,After,Cumulative,2,no,s,CB,4.737520938,-6.833500838,0
23051S,Wreck Island,2013,Recovery,Cumulative,2,no,n,CB,9.666666667,4.929145729,0
23051S,Wreck Island,2015,Recovery,Cumulative,2,no,n,CB,39.9,30.23333333,1.039999977
23051S,Wreck Island,2017,Before,Single,3,yes,n,CB,71.55443379,31.65443379,2.839999937
23051S,Wreck Island,2019,After,Single,3,no,d,CB,67.01038775,-4.544046038,0
23051S,Wreck Island,2022,Before,Single,4,yes,n,CB,73.91860118,6.908213435,0.47
23051S,Wreck Island,2023,After,Single,4,no,d,CB,58.7030759,-15.21552528,1.12
23055S,One Tree Island,1994,Recovery,Pre,0,no,n,CB,5.604937328,1.25178781,0
23055S,One Tree Island,1995,Recovery,Pre,0,no,n,CB,8.071295565,2.466358238,0
23055S,One Tree Island,1996,Recovery,Pre,0,no,n,CB,18.1062148,10.03491923,1.31999997
23055S,One Tree Island,1997,Recovery,Pre,0,no,n,CB,28.35071481,10.24450002,0.149999997
23055S,One Tree Island,1998,Recovery,Pre,0,no,n,CB,41.23993068,12.88921587,4.599999897
23055S,One Tree Island,1999,Recovery,Pre,0,no,n,CB,55.73836772,14.49843704,0
23055S,One Tree Island,2000,Recovery,Pre,0,no,n,CB,64.32231354,8.583945814,0
23055S,One Tree Island,2001,Recovery,Pre,0,no,n,CB,67.00958238,2.687268842,0
23055S,One Tree Island,2002,Recovery,Pre,0,no,n,CB,72.28348968,5.273907303,5.37999988
23055S,One Tree Island,2003,Before,Cumulative,1,no,n,CB,76.13333333,3.849843652,0
23055S,One Tree Island,2004,During,Cumulative,1,no,d,CB,72.0925113,-4.040822032,3.199999928
23055S,One Tree Island,2005,During,Cumulative,1,no,d,CB,65.36578338,-6.72672792,0.199999996
23055S,One Tree Island,2007,During,Cumulative,1,no,n,CB,63.88373984,-1.482043544,0
23055S,One Tree Island,2009,During,Cumulative,1,no,s,CB,21.33333333,-42.5504065,0
23055S,One Tree Island,2011,After,Cumulative,1,no,s,CB,2.3,-19.03333333,0
23055S,One Tree Island,2013,Recovery,Cumulative,1,no,n,CB,4.166666667,1.866666667,0
23055S,One Tree Island,2015,Recovery,Cumulative,1,no,n,CB,16.93333333,12.76666667,1.369999969
23055S,One Tree Island,2017,Recovery,Cumulative,1,no,n,CB,40.9,23.96666667,2.989999933
23055S,One Tree Island,2019,Recovery,Cumulative,1,no,n,CB,57.61413007,16.71413007,0
23055S,One Tree Island,2021,Recovery,Cumulative,1,no,n,CB,65.99242065,8.378290577,0
23055S,One Tree Island,2022,Before,Single,2,yes,n,CB,68.11782162,2.12540097,0.32
23055S,One Tree Island,2023,After,Single,2,no,d,CB,61.04394522,-7.073876406,1.31
23068S,Erskine Island,2006,Before,Single,1,no,n,CB,38.73333333,,
23068S,Erskine Island,2008,After,Single,1,no,b,CB,26.50581458,-12.22751876,0
23068S,Erskine Island,2010,Before,Single,2,yes,n,CB,29.26666667,2.760852089,0.156666663
23068S,Erskine Island,2012,After,Single,2,no,u,CB,25.06666667,-4.2,0
23068S,Erskine Island,2014,Recovery,Single,2,no,n,CB,26.63333333,1.566666667,0
23068S,Erskine Island,2016,Before,Single,3,yes,n,CB,32.16666667,5.533333333,0
23068S,Erskine Island,2018,After,Single,3,no,d,CB,28.56666667,-3.6,0
23068S,Erskine Island,2020,Recovery,Single,3,no,n,CB,29.91775695,1.351090284,8.77666647
23068S,Erskine Island,2022,Recovery,Single,3,no,n,CB,38.15245236,8.234695413,0.293333333
23068S,Erskine Island,2023,Recovery,Single,3,no,n,CB,37.92364821,-0.228804153,0.61
23069S,Masthead Island,2008,Before,Single,1,no,n,CB,24.40512821,7.73092385,0.049999999
23069S,Masthead Island,2010,After,Single,1,no,s,CB,18.53333333,-5.871794872,0.149999997
23069S,Masthead Island,2012,Before,Cumulative,2,yes,n,CB,25.8,7.266666667,0
23069S,Masthead Island,2014,During,Cumulative,2,no,d,CB,24.8,-1,0
23069S,Masthead Island,2016,After,Cumulative,2,no,u,CB,13.2,-11.6,0
23069S,Masthead Island,2018,Recovery,Cumulative,2,no,n,CB,15.93333333,2.733333333,0
23069S,Masthead Island,2020,Recovery,Cumulative,2,no,n,CB,21.7377841,5.804450768,8.856666469
23069S,Masthead Island,2022,Recovery,Cumulative,2,no,n,CB,26.95623445,5.218450349,0.3
23069S,Masthead Island,2023,Recovery,Cumulative,2,no,n,CB,29.74282149,2.786587035,0.606666667
23079S,Boult Reef     ,2006,Before,Cumulative,1,no,n,CB,72.6,,
23079S,Boult Reef,2008,During,Cumulative,1,no,d,CB,51.72501943,-18.85829934,0
23079S,Boult Reef,2010,After,Cumulative,1,no,s,CB,6.166666667,-45.55835276,0.949999979
23079S,Boult Reef,2012,Recovery,Cumulative,1,no,n,CB,8.533333333,2.366666667,0.139999997
23079S,Boult Reef,2014,Recovery,Cumulative,1,no,n,CB,18.4,9.866666667,0
23079S,Boult Reef,2016,Recovery,Cumulative,1,no,n,CB,41.16666667,22.76666667,0.289999994
23079S,Boult Reef,2018,Before,Single,2,no,n,CB,41.53333333,0.366666667,0
23079S,Boult Reef,2020,After,Single,2,no,c,CB,27.44892119,-14.08441214,3.619999919
23080S,Hoskyn Island,2006,Before,Cumulative,1,no,d,CB,74.41504392,,
23080S,Hoskyn Island,2008,During,Cumulative,1,no,d,CB,70.92640851,-3.488635405,0
23080S,Hoskyn Island,2010,During,Cumulative,1,no,s,CB,16.26666667,-54.65974185,0.903333313
23080S,Hoskyn Island,2012,After,Cumulative,1,no,n,CB,14.13333333,-2.133333333,0.156666663
23080S,Hoskyn Island,2014,Recovery,Cumulative,1,no,n,CB,16.98359982,2.850266484,0
23080S,Hoskyn Island,2016,Recovery,Cumulative,1,no,n,CB,20.86666667,3.883066849,0.299999993
23080S,Hoskyn Island,2018,Recovery,Cumulative,1,no,n,CB,23.8009009,2.934234234,0
23080S,Hoskyn Island,2020,Recovery,Cumulative,1,no,n,CB,28.9893924,5.188491495,3.836666581
23081S,Fairfax Island,2006,Before,Cumulative,1,no,n,CB,73.24454473,,
23081S,Fairfax Island,2008,During,Cumulative,1,no,c,CB,60.69230769,-12.55223704,0
23081S,Fairfax Island,2008,During,Cumulative,1,no,d,CB,60.69230769,-12.55223704,0
23081S,Fairfax Island,2010,During,Cumulative,1,no,s,CB,18.73333333,-41.95897436,0.799999982
23081S,Fairfax Island,2010,During,Cumulative,1,no,c,CB,18.73333333,-41.95897436,0.799999982
23081S,Fairfax Island,2012,After,Cumulative,11,no,c,CB,11.43333333,-7.3,0.169999996
23081S,Fairfax Island,2014,Recovery,Cumulative,1,no,n,CB,14.53872054,3.105387205,0
23081S,Fairfax Island,2016,Recovery,Cumulative,1,no,n,CB,21.4,6.861279461,0.749999983
23081S,Fairfax Island,2018,Recovery,Cumulative,1,no,n,CB,21.33333333,-0.066666667,0
23081S,Fairfax Island,2020,Recovery,Cumulative,1,no,n,CB,27.0986438,5.765310464,4.509999899
23081S,Fairfax Island,2022,Recovery,Cumulative,1,no,n,CB,36.73173214,9.633088346,0.49
23081S,Fairfax Island,2023,Recovery,Cumulative,1,no,d,CB,38.74029678,2.008564637,1.57
23082S,Lady Musgrave Island,1995,Recovery,Pre,0,no,n,CB,8.585899655,4.810830201,0
23082S,Lady Musgrave Island,1996,Recovery,Pre,0,no,n,CB,17.05278176,8.466882108,1.829999959
23082S,Lady Musgrave Island,1997,Recovery,Pre,0,no,n,CB,30.42235578,13.36957401,0.669999985
23082S,Lady Musgrave Island,1998,Recovery,Pre,0,no,n,CB,49.31981567,18.89745989,4.699999895
23082S,Lady Musgrave Island,1999,Recovery,Pre,0,no,n,CB,57.10148013,7.78166446,0
23082S,Lady Musgrave Island,2000,Before,Single,1,no,n,CB,65.41157448,8.310094349,0
23082S,Lady Musgrave Island,2001,After,Single,1,no,d,CB,61.37031344,-4.041261042,0
23082S,Lady Musgrave Island,2002,Recovery,Single,1,no,n,CB,67.98539718,6.61508374,6.129999863
23082S,Lady Musgrave Island,2003,Recovery,Single,1,no,n,CB,74.75421982,6.768822641,0
23082S,Lady Musgrave Island,2004,Before,Single,2,yes,n,CB,75.01055276,0.256332947,3.549999921
23082S,Lady Musgrave Island,2005,After,Single,2,no,d,CB,66.84601579,-8.164536971,0.579999987
23082S,Lady Musgrave Island,2006,Recovery,Single,2,no,n,CB,78.29971139,11.4536956,1.829999959
23082S,Lady Musgrave Island,2007,Recovery,Single,2,no,n,CB,77.02409832,-1.275613066,0
23082S,Lady Musgrave Island,2008,Before,Cumulative,3,yes,n,CB,75.77835842,-1.245739904,0
23082S,Lady Musgrave Island,2009,During,Cumulative,3,no,s,CB,9.866666667,-65.91169175,0
23082S,Lady Musgrave Island,2010,During,Cumulative,3,no,s,CB,1.033333333,-8.833333333,0.649999985
23082S,Lady Musgrave Island,2011,After,Cumulative,3,no,n,CB,0.866666667,-0.166666667,0.159999996
23082S,Lady Musgrave Island,2012,Recovery,Cumulative,3,no,n,CB,3.5,2.633333333,0.169999996
23082S,Lady Musgrave Island,2013,Recovery,Cumulative,3,no,n,CB,3.6,0.1,0
23082S,Lady Musgrave Island,2014,Recovery,Cumulative,3,no,n,CB,7.5,3.9,0
23082S,Lady Musgrave Island,2015,Recovery,Cumulative,3,no,n,CB,22.4,14.9,0.839999981
23082S,Lady Musgrave Island,2016,Recovery,Cumulative,3,no,n,CB,46.63333333,24.23333333,0.759999983
23082S,Lady Musgrave Island,2017,Before,Single,4,yes,n,CB,65.2,18.56666667,3.489999922
23082S,Lady Musgrave Island,2018,After,Single,4,no,d,CB,60.13711735,-5.062882653,0
23082S,Lady Musgrave Island,2019,Before,Single,5,yes,n,CB,66.06984674,5.932729398,0
23082S,Lady Musgrave Island,2020,After,Single,5,no,d,CB,62.1346616,-3.935185146,4.989999888
23082S,Lady Musgrave Island,2021,Recovery,Single,5,no,n,CB,73.62739238,11.49273078,0
23082S,Lady Musgrave Island,2022,Before,Single,6,yes,n,CB,72.56261572,-1.064776658,0.47
23082S,Lady Musgrave Island,2023,After,Single,6,no,d,CB,57.82026801,-14.74234771,1.58
